_ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X25,X26,X27,X28,X31,X32,X33,X34,X35,X36,X37,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X51,X54,X55,X56,X57,X58,X59,X60,X61,X62,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X79,X80,X81,X82,X83,X84,X85,X86,X88,X89,X90,X91,X92,X94,X95,X96,X97,X98,X99,X100,X101,X102,X104,X106,X107,X108,X109,X110,X111,X112,X113,X114,X116,X117,X118,X119,X120,X121,X122,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X157,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X171,X172,X173,X174,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X190,X191,X192,X193,X194,X195,X196,X197,X199,X200,X201,X202,X203,X205,X206,X207,X209,X210,X212,X213,X214,X215,X216,X217,X218,X219,X221,X222,X223,X224,X225,X226,X227,X228,X230,X231,X232,X233,X234,X235,X236,X237,X238,X240,X241,X242,X243,X244,X245,X246,X247,X249,X250,X251,X252,X253,X254,X256,X257,X258,X259,X260,X261,X262,X264,X265,X267,X268,X269,X270,X272,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X288,X289,X290,X291,X292,X293,X294,X296,X297,X298,X300,X301,X302,X303,X304,X305,X306,X307,X308,X309,X310,X311,X312,X314,X316,X317,X318,X320,X322,X323,X325,X326,X327,X330,X331,X332,X333,X334,X335,X336,X337,X338,X339
1,0.309545732,0.755618245,0,0.029665676,0.12807869,0,0,0.098215619,0.062834062,0.100980899,0,0,0.108108108,0,0,0,0.083799825,0,0,0,0.061994896,0,0.151858714,0.16483712,0.05952381,0,-0.034213924,0,0,0.336898567,0,0,0.125,0,0.047619048,0.399322598,0,0.234760195,0.112489849,0.120553577,0.073529412,0,0.05,0,0.469253314,0.103920281,0.115503755,0.75,0.086349104,0,0.003608792,0,0.278942946,0,0,0,0.148818839,0.001379207,0,-0.072047569,0.027777778,0,0,0,0,0.024604653,0.036768964,0,-0.12324404,0.101008462,0.202405602,-0.019124249,0,0.094037979,0.027930334,0,-0.030401823,0.341780824,0,0.217592451,0.04709615,0.366518991,0,0,0,0,0.083333333,0,0,0,0,-0.058636132,0.956301316,0,0,0.161849711,0.414758577,0.97949386,0,0,0,0,0.105910967,0,0.043478261,0.227321544,0,0.043698684,0,0.04126882,0.195996962,0.193939316,0.18036069,0,0.001118853,0.038461538,0.175951,0.075249724,0,0,0,0.054221307,0,0,0,0.813304277,0,0,0.060964849,0.000991162,0,0.142857143,0,0.044093851,0,0,0,0,0.020869788,0.078686234,0,0,-0.006690745,0,0.096706096,0.162791416,0.147972765,0,0,0,0,0,0,0.117647059,0,0,0,0,0.103920281,0.336898567,0.752941176,0,0.047619048,0,0.863423647,0,0,0.538461538,0.112253341,0.672,0,0,0,0,0,0,0,0,0.057228543,0.10208562,0.040907751,0.197945484,0.25,-0.009699556,0,0.025641026,0,0.115043408,-0.713724988,0,0,0,0.076923077,0,0.205147478,0,-0.50253954,-0.006829746,0.025850694,0.024734093,0.082865819,0,0,0,0.044444444,0.020869788,-0.004527036,0,0.258235377,0.041666667,0,0.027027027,0.108317215,0,0,0.106122449,0,0,0.199619632,0,0.161924498,0.153727939,0,0.058823529,0,0,0.414758577,0,0.10460251,0,0.035680158,0,0.058100991,0.102772907,0.104633294,0.00888964,0.090347637,0,0,0.0226536,0,0.025,0.002128084,0.132450331,0.094448736,0,0,0,0.21401232,0.083333333,0,0,0,0.101032098,0,0,0,0,0.132450331,0.581322571,0.064575233,0,-0.027679946,0,0.060459228,0.25,0,0.118421053,0.23154569,0,0,0,0,0.13752923,0,0,0.064469121,0.237118531,0,0,0.970932921,0.107568831,0,0.503496503,0.082055081,0,0,0,0,0.159079137,0,0,0,0,0
2,0.288419312,0.528816157,0,0.090243748,0.069175746,0,0,0.10285475,0.081352955,0,0,0.023833873,0.067567568,0.082946366,0,0,0.08220101,0,0,0,0.083608484,0,0.145307013,0.765596397,0.095238095,0,-0.036265664,0,0,0.635265784,0,0,0,0,0.047619048,0.47554269,0,0.186896061,0.075621851,0.078591545,0.014705882,-0.039137677,0.05,0,0.492290455,0.120245605,0.08296253,0.75,0.063885696,0,0.097597492,0,0.139471473,0,0,0,0.171091398,-0.154199434,0,-0.100609346,0.013888889,0,0.157894737,0,0,0.032168465,0.038028959,0,-0.763456843,0.098054778,0.195977099,0.076122177,1,0.19847905,0.065817838,0,-0.056389358,0.046659563,0,0.142169406,0.034743389,0.197918157,0,0,0,0,0.104166667,0,0,-0.038083299,0,-0.08853614,6.40613E-12,0,0,0.104046243,0.155182766,0.94748559,0,0,0,0.444444444,0.057381011,0,0.065217391,0.478852502,0,0.007993306,0,0.043381076,0.12765766,0.124963858,0,0,0.127826252,0.038461538,0.261373813,0.053229743,0,0,0,0.149504874,0,0,0,0.64452431,0,0,0.016258034,-0.077252195,0,0.214285714,0,0.082921447,0,0,0,0,0.053073244,0.072789312,0,0,0,0,0.055732548,0.124841484,0.054789779,0,0.463318274,0,0,0.992006694,0,0.176470588,0,0,0,0,0.120245605,0.635265784,0.562659847,0,0.023809524,0,0.90618266,0,0,0.4,0.090966359,0.565217391,0,0,0.027777778,0,0,0,0,0,0.112435175,0.095499451,0.04304838,0.200500169,0,-0.11057355,0,0.076923077,-0.123075539,0.089290866,-0.825704589,0.126697008,0,0,0.076923077,0,0.242003612,0,-0.747033192,0.062079546,0.048885297,0.104727835,0.222270615,0.046471383,-0.042789758,0.166666667,0.044444444,0.053073244,0.053768687,0,0.216839713,0.041666667,0,0.027027027,0.085106383,0,0.121172095,0.102040816,0.333333333,0,0.130253375,0,0.080261458,0.399785013,1.07079E-07,0.094117647,0,1,0.155182766,0,0.09623431,0,0.039688133,0,0.087728117,0.098467292,0.077222141,-0.062619021,0.038500413,0,0,0.023781218,0.5,0.075,0.001216828,0.092715232,0.078972072,0.125146563,0.090909091,0,0.210808774,0.104166667,0,0,0.48,0.093791577,0,0,0.101244278,0.003879117,0.092715232,0.562859476,0.155765737,0,0.078998996,0,0.038741611,0.25,0,0.057017544,0.174675957,0.4,0,0,0,0.244592455,0,0,0,0.2718188,0,0.050889589,0.87701716,0.096043673,0,0.48,0.060677016,0.125,0,0,0.077361262,0.102334901,0,0,0,0,0
3,0.419654792,0.775677602,0,0.14779536,0.231356401,0,0,0.1922425,0.102754741,0.035546855,0,0.05056114,0.22972973,0.184502962,0,0,0.158913745,0,0,0,0.130787962,0,0.172387735,0.230270975,0.130952381,0,0.005268261,0,0.75,0.345842196,0,0,0.041666667,0,0,0.437721199,0,0.163640338,0.201374404,0.254254033,0.073529412,-0.016713823,0.05,0,0.582658505,0.108577127,0.240663964,1,0.172053873,0,0.01200195,0,0.278942946,0,0,0,0.083649311,-0.021015253,0,-0.05294574,0.027777778,0,0.157894737,0,0,0.059921422,0,0,-0.795068058,0.180947673,0.253773471,0.051075687,1,0.308789838,0.105024722,0,-0.173165475,0.269152928,0,0.299426411,0.095071935,0.189933422,0,0,0,0,0.0625,0,0,-0.000721889,0.25,-0.115117035,0.930922152,0,0,0.242774566,0.452441382,0.982348817,0,0,0,0.111111111,0.188932384,0,0.152173913,0.554094134,0,0.069069346,0,0.037446671,0.279543672,0.278426729,0.175960866,0,0.106513767,0.038461538,0.146643809,0.210745189,0,0,0,0.174798094,0,0,0,0.701936598,0,0,0.151335883,-0.089734043,0,0.428571429,0,0.078089144,0,0,0,0,0.1149165,0.128025724,0,0,0.019524491,0,0.130178545,0.276631896,0.081558385,0,0,0,0,8.50183E-06,0,0.156862745,0,0,0,0,0.108577127,0.345842196,0.62745098,0,0.023809524,0,0.880014917,0,0,0.72,0.199864363,0.408888889,0,0,0.055555556,0,0,0,0,0,0.134560838,0.183315038,0,0.230508483,0.25,-0.144541614,0,0.205128205,0,0.208661399,-0.587009562,0.328217813,0.333333333,0,0.461538462,0,0.249517543,0,-0.802536631,-0.201860587,0.063105481,0.118223064,0.166573,0.038426389,0.083290928,0.083333333,0.044444444,0.1149165,-0.017085028,0,0.333918378,0,0,0.054054054,0.18762089,0,0,0.204081633,0,0,0.28211041,0,0.27173065,0.276902633,0.00457201,0.129411765,0,1,0.452441382,0,0.188284519,0,0,0,0.114066422,0.189935601,0.238478247,-0.028362049,0.099631851,0,0,0.045794365,0,0.2,0.009838298,0.225165563,0.154510576,0,0.363636364,0,0.206844304,0.0625,0,0,0.12,0.177032415,0,0,0.130064646,0.066080451,0.225165563,0.728854563,0.141145877,0,-0.020798469,0,0.157557984,0.25,0,0.219298246,0.310449337,0.2,0,0,0,0.334526182,0,0,0.380032244,0.147129109,0,0.103569152,0.972326068,0.193063328,0,0.261818182,0.23415949,0,0,0,0.94199069,0.266955761,0,0,0,0,0
4,0.455952887,0.621974221,0,0.016421292,0.04207249,0,0,0.067610018,0.046155044,0.062226442,1,0.021437877,0.067567568,0.118912399,0,0,0.053031988,0,0,0,0.094066231,0,0.020768008,0.33241582,0.083333333,0,0.0019023,0,0,0.277312287,0,0,0.041666667,0,0,0.651715876,0,0.040975778,0.065906235,0.07838135,0.036764706,-0.056669621,0.025,0,0.426681069,0.095038332,0.063737848,0.5,0.044617201,0,-0.076360263,0,0,0,0,0,0.243795694,-0.041866723,0,-0.061197303,0.006944444,0,0.263157895,0,0,0.030644149,0,0,-0.774122587,0.071125466,0.245096465,-0.010700791,1,0.095130364,0.068149447,0,-0.03656375,0.018538343,0,0.146411898,0.035311487,0.042449266,0,0,0,0,0.083333333,0,0,-0.013153398,0.25,-0.054934758,0.02360769,0,0,0.063583815,0.631307336,0.969593368,0,0,0,0,0.05995875,0,0.065217391,0.518720594,0,0.97639231,0,0.020906303,0.125353815,0.125698373,0.004452466,0,0.012611078,0.019230769,0.353091005,0.032057164,0,0,0,0.037007184,0,0,0,0.6834617,0,0,0.045830677,0.020852477,0,0.142857143,0,0.059363048,0,0,0,0,0.068675169,0.07928859,0,0,0,0,0.056449701,0.118339655,0.001737712,0,0.475307081,0,0,0,0,0.058823529,0,0,0,0,0.095038332,0.277312287,0.761245675,0,0.023809524,0,0.982501952,0,0,0.666666667,0.065184564,0.517647059,0.5,0,0,0,0,0,0,0,0.015603466,0.07025247,0,0.172033796,0,-0.135254456,0,0.076923077,0,0.063430167,-0.607436106,0.133471569,0,0,0.153846154,0,0.175803277,0,-0.858618659,-0.233515602,0.051501993,0.054494914,0.038990306,0.000969642,0.056950464,0.083333333,0.022222222,0.068675169,-0.021455038,0,0.194847138,0,0,0.027027027,0.063829787,0,0,0.073469388,0,0,0.128941155,0,0.080664519,0.254111022,1,0.094117647,0,0,0.631307336,0,0.071129707,0,0,0,0.054732163,0.081232438,0.055534215,0.021354133,0.047320508,0,0,0.025566782,0,0.1,0.00063406,0.059602649,0.059555823,0,0.090909091,0,0.073115594,0.083333333,0,0,0.166666667,0.06758083,0,0,0.011734191,0.001301339,0.059602649,0.703933614,0.075659743,0,0.049996354,0,0.024897105,0.125,0,0.065789474,0.1650535,0,0,0,0,0.152976595,0,0,0.084282009,0.26651072,0,0.014494091,0.957729357,0.073608169,0,0.303030303,0.048997596,0,0.248860879,0,0.202801292,0.079247071,0,0,0.333333333,0,0
5,0.328752851,0.569900406,0,0.150318066,0.040786509,1,0,0.132359023,0.08360696,0,0,0.071316876,0.121621622,0.169423445,0,0,0.090682408,0,0,0,0.117771368,0,0.158141348,0.281667859,0.119047619,0,0.056127306,0,0,0.254094752,0,0,0,0,0.047619048,0.572043481,0,0.169358494,0.104252803,0.118302587,0.051470588,0.078293889,0.05,0,0.534126193,0.183201766,0.102603269,0,0.086197042,0,0.090120018,0,0.139471473,0,0,0,0.138110899,-0.052787899,0,-0.094624632,0.013888889,0,0.263157895,0,0,0.031116217,0.073362393,0.25,-0.749818433,0.135239308,0.215567904,-0.033438965,1,0.142928204,0.111674929,0,-0.078954467,0.070528316,0,0.203645696,0.036979388,0.223916272,0,0,0,0,0.104166667,0,0,-0.045824528,0,-0.095647579,2.89742E-13,1,0,0.144508671,0.366530819,0.980397149,0,0,0,0.111111111,0.080582584,0,0.130434783,0.683736583,0,2.12161E-05,0,0.067758815,0.186965485,0.180877443,0,0,0.070596927,0.057692308,0.335171726,0.071433849,0,0,0,0.107536466,0,0,0,0.709985588,0,0,0.064997164,-0.111720492,0,0.285714286,0,0.110723742,0,0,0,0,0.104900172,0.115806041,0.374552382,0,-0.034843072,0,0.087164553,0.176360918,0.080732056,0,0,0,0,0.999978784,0,0.176470588,0,0,0,0,0.183201766,0.254094752,0.607210626,0,0.095238095,0,0.908752953,0,0,0.558823529,0.128460503,0.516129032,0,0,0.055555556,1,0,0,0,0,0.088319493,0.131723381,0.08665105,0.189901364,0,-0.111356848,0,0.128205128,0,0.125020035,-0.694309692,0.391411705,0,0,0.230769231,0,0.269517025,0,-0.685502441,-0.100361019,0.08707099,0.200329439,0.065320833,0.100908797,0.042152727,0.083333333,0.066666667,0.104900172,-0.043135841,0,0.264824703,0.083333333,0,0.027027027,0.112185687,0,0,0.13877551,0,0,0.189658009,0,0.114633903,0.36287202,0.000626019,0.129411765,0,1,0.366530819,0,0.129707113,0,0.078062668,0,0.098468306,0.122673963,0.091629717,-0.035521768,0.060174003,0,0,0.023945948,0,0.15,0.003180122,0.119205298,0.107010581,0.126033393,0.181818182,0,0.205489532,0.104166667,0,0,0.352941176,0.123674752,0,0,0.137171175,0.042038688,0.119205298,0.619125591,0.129575202,0,0.002969208,0,0.06146237,0.25,0,0.078947368,0.227245365,0.2,0,0.125,0,0.203709293,0,0,0.018761068,0.20720326,0,0.127814624,0.920347699,0.132088785,0,0.352941176,0.083307617,0.25,0.237481333,0,0.124486205,0.121555218,0,0,0,0,0
6,0.507049724,0.569879169,0,0.168197653,0.108571504,0,0,0.390370172,0.279110634,0.063260961,0,0.21818402,0.324324324,0.233850235,0,0,0.346550248,0,0,0,0.381748501,0,0.356072701,1,0.380952381,0,0.043516191,0,0,0.845900652,0,0,0.041666667,0.104899211,0.380952381,0.541756776,0,0.514181548,0.333016556,0.35229649,0.117647059,-0.133337379,0.275,0,0.738721445,-0.128593292,0.349084137,1,0.282443945,0,0.143566321,0,0.418414418,0,0,0,0.043659238,-0.387761389,0,-0.478635211,0.055555556,0,0.421052632,0,0,0.180359455,0.372105653,0,-0.783561807,0.371440164,0.236991523,0.348803914,1,0.345107966,0.2542262,0,-0.196619461,-0.00588891,0,0.359917399,0.156612912,0.445282201,0,0.118282088,0,0,0.479166667,0,0,-0.258543593,0,-0.38698396,3.09757E-15,0,0,0.387283237,0.382704386,0.959915056,0,0,0,0.111111111,0.326742923,0,0.347826087,0.408112234,0,2.84515E-07,0,0.360950192,0.365115217,0.364696585,0,0,0.330235889,0.326923077,0.331816641,0.339003243,0,0,0,0.345456543,1,0,0,0.740695038,0,0,0.327700326,-0.241825358,0,0.5,0,0.375213298,0,0,0,0,0.257611104,0.368210656,0,0,-0.384496853,0,0.290120103,0.451795548,0.224926583,0,0.536590945,0,0,0.999999715,0,0.411764706,0,0,0,0,-0.128593292,0.845900652,0.475875744,0,0.214285714,0,0.873369948,0,0,0.652631579,0.351255634,0.193820225,0,0,0.222222222,0,0,0,0,0,0.249374758,0.367727772,0.413311298,0.357072854,0,-0.239871313,0,0.230769231,-0.167911332,0.349702876,-0.845501815,0.145788132,0,0,0.076923077,0,0.519587344,0,-0.800810562,-0.104580256,0.252994347,0.383666818,0.253188546,0.317621045,0.208133253,0.25,0.355555556,0.257611104,-0.172768498,0,0.485526059,0.416666667,0,0.162162162,0.342359768,0,0.157240296,0.387755102,0.333333333,0,0.366414903,0,0.360460389,0.274948934,0.03851914,0.376470588,0,1,0.382704386,0,0.372384937,0,0.41415949,0,0.38345216,0.358433849,0.340056076,-0.25766303,0.245766368,0,0,0.160385704,0,0.225,0.051691718,0.370860927,0.338601201,0.126325291,0.272727273,0,0.431791924,0.479166667,0,0,0.315789474,0.365328988,0,0,0.347205258,0.249011178,0.370860927,0.680655674,0.284387443,0,0.320118863,0,0.332173146,0.5,0,0.311403509,0.410088601,0.2,0,0,0,0.518482026,0,1,-0.014450936,0.177284881,0.142857143,0.270007611,0.879241363,0.372428816,0,0.264114833,0.340794861,0.125,0,0,0.128969699,0.385396656,0,0,0,0,0
7,0.407370488,0.433159487,0,0.047785311,0,0,0,0.130327387,0.084181387,0,0,0.047546744,0.108108108,0.137601513,0,0,0.089530907,0,0,0,0.084975723,0,0.204846698,0.253986108,0.035714286,0.2,-0.015470356,0,0.25,0.193127696,0,0,0,0,0,0.61868307,0,0.240476704,0.114400389,0.130029624,0.036764706,-0.03359797,0.025,0,0.514028621,0.463889132,0.129822821,0.75,0.095308444,0,-0.080641885,0,0.278942946,0,0,0,0.124580469,-0.046099389,0,-0.039671195,0.027777778,0,0.157894737,0,0,0,0,0,-0.869934075,0.124540925,0.858287885,-0.014915753,1,0.139128085,0.089230099,0,-0.0238709,0.047232545,0,0.219986036,0,0.357185052,0,0,0,0,0.041666667,0,0,0,0,-0.035691927,0.907884977,0,0,0.161849711,0.245875703,0.976328791,0,0,0,0,0.095971371,0,0.065217391,0.503720438,0,0.09209508,0,0.039505121,0.198546778,0.202252165,0.171225492,0,0.054971217,0.038461538,0.074594129,0.083550355,0,0.466446207,0,0.13024388,0,0,0,0.590276533,0,0,0.062955052,-0.012205297,0,0.357142857,0,0.057972933,0.125,0,0.460075709,0,0.075271706,0.090541491,0,0,0.002364092,0,0.078548287,0.178158591,0.121290306,0,0,0,0,1.99436E-05,0,0.235294118,0,0,0,0,0.463889132,0.53748876,0.666666667,0,0.047619048,0,0.89682157,0,0,0.352941176,0.137294273,0.76,0,0,0,1,0,0,0,0,0.136975865,0.122941822,0,0.207196475,0,-0.23304829,0,0.025641026,0,0.1312062,-0.597876523,0,0,1,0.076923077,0,0.204252117,0,-0.397862938,-0.017857635,0.061414136,0.072266172,0.110340393,0.000242733,0.028339923,0.166666667,0.044444444,0.12520977,0.005108458,0,0.262109073,0,0,0.054054054,0.115087041,0,0,0.13877551,0,0,0.201518072,0,0.135618527,0.208460465,0.005056827,0.082352941,0.208894066,0,0.245875703,-0.048868244,0.125523013,0,0,0,0.07672526,0.132449647,0.11635744,0.01878257,0.054156602,0,0,0.048311689,0,0.125,0.003113551,0.145695364,0.096769784,0,0.090909091,0.446224587,0.235489383,0.041666667,0,0,0.176470588,0.115534186,0,0,0.011408753,0.00757061,0.152317881,0.613335236,0.111482467,0,0.073899096,0,0.057471008,0.5,0,0.105263158,0.234489329,0,0,0,0,0.200757766,0,0,0.172710957,0.165743573,0,0.059567137,0.97228722,0.129580495,0,0.64171123,0.100302089,0,0.595960592,0,0.252361502,0.133235419,0,0,0,0,0
8,0.326786833,0.6656366,0,0.175902445,0.065987944,1,0,0.155141488,0.135960971,0.068723157,0,0.096476842,0.108108108,0.166663886,0,0,0.118978732,0,0,-0.108398457,0.1689657,0,0.188293546,0.309032707,0.166666667,0,-0.059761873,0,0,0.296779516,0,0,0.083333333,0,0,0.572184232,0,0.156898832,0.115145845,0.121529469,0.066176471,0.058925559,0.05,0,0.545774046,0.08727791,0.110901634,0.25,0.119046592,0,-0.027405618,0,0.139471473,0,0,0,0.121307048,-0.103278652,0,-0.166447042,0.013888889,0,0.342105263,0,0,0.034901,0.106280857,0.125,-0.746530979,0.152190474,0.216981655,0.018444346,1,0.152697835,0.144089271,0,-0.080070018,0.024640553,0,0.207543658,0.033202677,0.131988194,0,0,0,0,0.1875,0,0,-0.118430525,0,-0.140159991,7.03165E-18,1,0,0.132947977,0.366827528,0.955486011,0,0,0,0.111111111,0.092708389,0,0.152173913,0.683038926,0,7.73868E-10,0,0.092530505,0.193814484,0.192990285,0,0,0.181483335,0.076923077,0.395084395,0.093328298,0,0,0,0.15247175,1,0,0,0.711831304,0,0,0.070201939,-0.146127582,0,0.285714286,0,0.151735805,0,0,0,0,0.124459774,0.153425176,0.1614081,0,-0.037739072,0,0.099766494,0.184191559,0.069220753,0,0,0,0,0.999999999,0,0.196078431,0,0,0,0,0.08727791,0.296779516,0.555555556,0,0.119047619,0,0.918688135,0,0,0.58974359,0.136568654,0.438271605,0,0,0.055555556,1,0,0,0,0,0.149053712,0.148188804,0.131199344,0.241087224,0,-0.126877572,0,0.128205128,0,0.131128528,-0.619058031,0.386913861,0,0,0.230769231,0,0.26988186,0,-0.683668933,-0.270349419,0.128700953,0.203295947,0.076172619,0.099936089,0.06746365,0.25,0.088888889,0.124459774,-0.041770901,0,0.281141784,0.125,0,0.027027027,0.123791103,0,0,0.159183673,0,0,0.196152111,0,0.132918745,0.362811405,0.000766575,0.176470588,0,1,0.366827528,0,0.150627615,0,0.118185456,0,0.142505987,0.142737753,0.111617034,-0.005406612,0.067117146,0,0,0.023949477,0,0.15,0.004489713,0.132450331,0.128555224,0.253151873,0.181818182,0,0.19801327,0.1875,0,0,0.384615385,0.146470946,0,0,0.155571361,0.103164218,0.132450331,0.62318598,0.152486321,0,0.097455656,0,0.080764491,0.25,0,0.087719298,0.236424799,0.2,0,0.25,0,0.239340271,0,0,-0.003141298,0.225503171,0.142857143,0.14472933,0.924327106,0.151806157,0,0.307692308,0.105187046,0.125,0.224472336,0,0.087878403,0.135097362,0,0,0,0,0
9,0.233456355,0.851527599,0,0,0.579199992,0,0,0.227849103,0.064505545,0.274585981,0,0.054197511,0.22972973,0,0,0,0.229885512,0,0,-0.214557726,0.207233342,0,0.033042932,0.292849169,0.166666667,0,-0.022480669,0,0.25,0.379660536,0,0,0.25,0,0.19047619,0.505614715,0,0,0.257708191,0.2613704,0.058823529,0.016827523,0.275,0,0.60677622,0.116222421,0.301987306,0,0.248079892,0,0.142324107,0,0,0,0,0,0.071705734,-0.075887578,0,-0.265778528,0.006944444,0,0.078947368,0,0,0,0.167443293,0,-0.69762543,0.218709578,0.279275065,0.073770937,1,0.001492154,0.041621809,0,-0.024296331,0,0.2,0.16303847,0,0,0,0,0,0,0.270833333,0,0,-0.024436177,0,-0.174349464,0.94229955,0,0,0.196531792,0.393637388,0.913598472,0,0,0,0,0.266781732,0,0.108695652,0.459468783,0.333333333,0.05770045,0,0.091116039,0.198280537,0.198094555,0.177719924,0,0,0.076923077,0.27403668,0.355967363,0,0,0,0,0,0,0,0.914362211,0,0,0.320564741,-0.084579502,0,0.214285714,0,0.134532215,0,0,0,0,0.073591699,0.201593719,0,0,-0.163094497,0,0.153521363,0.16636478,0.118932028,0,0,0,0,0,0,0.039215686,0,0,0,0,0.116222421,0.379660536,0.316742081,0,0.047619048,0,0.864358082,0,0,0.962962963,0.223746031,0.264423077,0,0,0,0,0,0,0,0,0,0.223929748,0.163878087,0.304953421,0,-0.030701984,0,0.025641026,0,0.240693241,-0.705536899,0,0,0,0.076923077,0,0.535261295,0,-0.521706584,0,0.052880904,0.08604919,0.007400974,0.012298444,0.013123439,0,0.088888889,0.073591699,0,0,0.330808666,0.166666667,0,0,0.234042553,0,0,0.220408163,0,0,0.199795728,0,0.351021548,0.131001819,0,0.164705882,0,0,0.393637388,0,0.217573222,0,0.152602751,0,0.172758267,0.213757906,0.332172229,-0.102420301,0.119767815,0,0,0,0,0.025,0.010041285,0.251655629,0.205653701,0,0.272727273,0,0.016416716,0.270833333,0,0,0.111111111,0.221795007,0,0,0.002260529,0.008316659,0.251655629,0.802096865,0.00801362,0,0.007670877,0,0.359051681,0,0,0.302631579,0.25642466,0,0,0,0,0.029133618,0,0,0.026333386,0.345433875,0,0.005698421,0.562031089,0.212924914,0,0,0.385712807,0,0,0,0.200162526,0.344853347,0,0,0,0,0
10,0.416959178,0.630464714,0,0.04359715,0.098419776,0,0,0.095231338,0.090472667,0,0,0.025097154,0.087837838,0.11567581,0,0,0.062954222,0,0,0,0.054702429,0,0.132961249,0.188413262,0.023809524,0,0.015551081,0,0,0.281097843,0,0,0,0,0,0.32176835,0,0.199723124,0.086737049,0.114586516,0.014705882,0.269598023,0,0,0.453292032,0.461897812,0.102071,0.25,0.085203808,0,0.014716256,0,0.139471473,0,0,0,0.180879196,-0.013619563,0,-0.016303834,0.013888889,0,0.026315789,0,0,0,0,0,-0.613640875,0.085782765,0.236925958,0.00846442,1,0.087560637,0.063370885,0,-0.021184111,0.233595083,0,0.142751079,0,0.320265643,0,0,0,0,0.020833333,0,0,0.006686752,0.5,-0.020100085,0.347969148,0,0,0.121387283,0.431527756,0.958625853,0,0,0,0,0.070510868,0,0.02173913,0.651449036,0.333333333,0.652030852,0,0,0.125463074,0.124790223,0.065627804,0,0.090870741,0,0.065922223,0.068563704,0,0.295279058,0,0.084834804,0,0,0,0.134262012,0,0,0.045801689,-0.092436548,0,0.285714286,0,0.029288026,0,0,0,0,0.041704737,0.05662875,0,0,0.000576698,0,0.050896821,0.103215825,0,0,0,0,0,0,0,0.156862745,0,0,0,0,0.461897812,0.281097843,0.534759358,0,0.047619048,0,0.882426672,0,0,0.36,0.098643834,0.590909091,0,0,0,0,0,0,0,0,0.089000976,0.085620198,0,0.189705673,0,-0.043143853,0,0.025641026,0,0.098274227,-0.556674078,0.149589544,0.5,0,0.076923077,0,0.231888432,0,-0.464171696,0.308282547,0.021688795,0.064742162,0.070033241,0.068020785,0.000558472,0,0,0.041704737,-0.081370272,0,0.211883455,0,0,0,0.085106383,0,0,0.102040816,0,0,0.128146617,0,0.128448808,0.209840079,0,0.047058824,0,0,0.431527756,0,0.092050209,0,0,0,0.031922268,0.088319644,0.097556011,-0.021688498,0.030832979,0,0,0,0,0.075,0.001088051,0.119205298,0.068827438,0,0.090909091,0,0.293895003,0.020833333,0,0,0.12,0.085358011,0,0,0.082666058,0.041556665,0.119205298,0.680467366,0.079301396,0,0.008485501,0,0.051541414,0.375,0,0.083333333,0.172219918,0,0,0,0,0.127459738,0,0,0.071226043,0.230458098,0,0.074282126,0.892902248,0.094670399,0,0.654545455,0.083093802,0,0.686479803,0,0,0.126191687,0,0,0,0,0
